project_id,department_id,project_name,client_name,start_date,end_date,status
PRJ-1506,DPT-002,Progressive object-oriented groupware,"Bonilla, Franklin and Marks",2019-03-29,,On Hold
PRJ-1507,DPT-007,Compatible regional archive,"Carey, Yang and Lopez",2018-04-09,2020-08-19,Completed
PRJ-1508,DPT-004,Innovative clear-thinking attitude,Jacobs-Forbes,2020-07-19,,On Hold
PRJ-1509,DPT-001,Team-oriented national time-frame,Butler-Berg,2018-02-13,,On Hold
PRJ-1510,DPT-003,Horizontal fault-tolerant instruction set,Scott LLC,2020-06-23,,Active
PRJ-1511,DPT-002,Cross-platform impactful data-warehouse,Coleman Ltd,2021-04-16,2022-07-07,Completed
PRJ-1512,DPT-006,Cross-platform mobile approach,Brown and Sons,2021-09-30,2021-10-24,Completed
PRJ-1513,DPT-004,Function-based leadingedge flexibility,Wilson Ltd,2018-05-02,,Active
PRJ-1514,DPT-007,Optimized systematic infrastructure,Brooks Ltd,2022-04-05,,Active
PRJ-1515,DPT-006,Assimilated system-worthy monitoring,Barnes-Buckley,2019-02-14,2023-11-17,Completed
PRJ-1516,DPT-003,Synchronized optimal attitude,"Jimenez, Mason and Hunter",2018-02-06,,Active
PRJ-1517,DPT-006,Organic client-server focus group,Tapia Group,2020-10-20,2021-10-20,Completed
PRJ-1518,DPT-001,Ameliorated web-enabled open architecture,"Wallace, Murray and Hernandez",2021-08-09,,Active
PRJ-1519,DPT-003,Vision-oriented hybrid intranet,Ramirez LLC,2022-06-11,2023-12-03,Completed
PRJ-1520,DPT-001,Optional analyzing array,"Nguyen, Johnson and Moreno",2022-09-22,,Active
PRJ-1521,DPT-004,Inverse well-modulated flexibility,"Jones, Carter and Price",2018-07-29,,Active
PRJ-1522,DPT-001,Optional modular toolset,"Jackson, Rodriguez and Alexander",2020-09-21,,On Hold
PRJ-1523,DPT-003,Digitized impactful array,Martinez-Barnes,2018-07-06,,Active
PRJ-1524,DPT-002,Synchronized optimal Internet solution,"Allen, Hale and Francis",2022-01-14,,On Hold
PRJ-1525,DPT-006,Devolved 4thgeneration architecture,Scott-Pearson,2020-09-05,,Active
PRJ-1526,DPT-006,Fundamental maximized artificial intelligence,Robinson Ltd,2020-10-10,2023-02-17,Completed
PRJ-1527,DPT-004,Cross-group tangible paradigm,"Russell, King and Keith",2019-12-10,2020-01-07,Completed
PRJ-1528,DPT-004,Automated exuding software,Henson and Sons,2021-03-01,,Active
PRJ-1529,DPT-005,Stand-alone hybrid open system,Barnett and Sons,2020-01-15,2020-01-26,Completed
PRJ-1530,DPT-007,Mandatory next generation toolset,Walls Group,2021-03-26,2021-12-07,Completed
PRJ-1531,DPT-007,Horizontal 24hour focus group,Gray-Johnson,2018-07-17,2018-11-02,Completed
PRJ-1532,DPT-004,Optional systemic standardization,Armstrong Ltd,2022-04-26,,Active
PRJ-1533,DPT-006,Cloned homogeneous array,"Salazar, Baldwin and Berry",2022-08-11,2023-07-11,Completed
PRJ-1534,DPT-001,Inverse content-based interface,Ayala-Evans,2018-02-23,,Active
PRJ-1535,DPT-007,Synchronized asynchronous neural-net,Hoffman PLC,2021-02-02,,On Hold
PRJ-1536,DPT-007,Centralized discrete Local Area Network,Goodwin-Harris,2018-08-21,2020-02-21,Completed
PRJ-1537,DPT-002,Mandatory asymmetric forecast,Chang Ltd,2021-04-17,,Active
PRJ-1538,DPT-007,Cross-platform multi-tasking portal,"Miller, Collins and Murphy",2019-05-12,,Active
PRJ-1539,DPT-002,Cloned coherent artificial intelligence,"Tyler, Weber and Tyler",2019-10-22,2022-02-16,Completed
PRJ-1540,DPT-004,Persevering demand-driven adapter,Vega Inc,2019-12-31,2022-10-05,Completed
PRJ-1541,DPT-007,Diverse motivating parallelism,Guzman-Brandt,2021-01-19,,Active
PRJ-1542,DPT-002,Persistent discrete Local Area Network,"Montes, Richardson and Dodson",2020-07-11,,Active
PRJ-1543,DPT-001,Stand-alone bi-directional adapter,"Garza, Parker and Taylor",2022-01-27,,Active
PRJ-1544,DPT-004,De-engineered zero administration Graphical User Interface,"Mooney, Garner and Lee",2021-04-11,,Active
PRJ-1545,DPT-007,Fundamental optimal framework,"Miller, Whitney and Everett",2022-05-12,2022-11-25,Completed
PRJ-1546,DPT-006,Upgradable foreground hierarchy,Klein and Sons,2021-03-09,,Active
PRJ-1547,DPT-002,Inverse explicit process improvement,"Scott, Martinez and Hicks",2018-08-09,,Active
PRJ-1548,DPT-004,Fundamental background encoding,Doyle-Hernandez,2020-09-06,,Active
PRJ-1549,DPT-006,Progressive zero-defect Internet solution,Young Ltd,2019-08-13,,On Hold
PRJ-1550,DPT-004,Streamlined didactic access,Patterson-Roman,2019-12-08,,Active
PRJ-1551,DPT-002,Customer-focused asynchronous capability,"Douglas, Sanchez and Taylor",2019-10-04,,Active
PRJ-1552,DPT-003,Total intangible leverage,"Watts, Brown and White",2019-01-23,2020-11-09,Completed
PRJ-1553,DPT-004,User-centric holistic success,"Thompson, Glass and Jones",2018-12-31,2019-08-25,Completed
PRJ-1554,DPT-006,Customer-focused multi-state paradigm,Blackburn PLC,2019-11-03,,Active
PRJ-1555,DPT-005,Switchable upward-trending application,"Olson, Hudson and Dyer",2019-10-04,,Active
PRJ-1556,DPT-004,Balanced radical projection,Lopez Ltd,2018-09-14,,Active
PRJ-1557,DPT-003,Self-enabling secondary portal,"David, Cain and Short",2018-03-07,,On Hold
PRJ-1558,DPT-007,Diverse 3rdgeneration task-force,"Hernandez, Elliott and Sandoval",2022-04-23,,Active
PRJ-1559,DPT-001,Sharable bottom-line moratorium,Adams and Sons,2020-09-14,,Active
PRJ-1560,DPT-007,Stand-alone multi-state instruction set,Joyce and Sons,2021-02-21,,Active
PRJ-1561,DPT-007,Profit-focused transitional open architecture,Cox PLC,2022-06-19,2023-06-05,Completed
PRJ-1562,DPT-001,Pre-emptive stable parallelism,Mason-Ellis,2022-09-25,,Active
PRJ-1563,DPT-007,Proactive non-volatile application,Ramirez Group,2020-03-22,,On Hold
PRJ-1564,DPT-005,Future-proofed cohesive customer loyalty,"Cooper, Andrews and Bowen",2021-03-31,,Active
PRJ-1565,DPT-001,Future-proofed multimedia flexibility,Vaughn PLC,2019-08-01,,Active
PRJ-1566,DPT-002,Synergized zero administration leverage,Gilmore PLC,2018-05-06,,Active
PRJ-1567,DPT-005,Pre-emptive holistic extranet,Flynn and Sons,2020-03-30,2022-08-08,Completed
PRJ-1568,DPT-005,Reduced neutral alliance,Turner Group,2022-08-08,,On Hold
PRJ-1569,DPT-003,Re-engineered neutral time-frame,Summers and Sons,2018-12-01,,Active
PRJ-1570,DPT-006,Managed regional infrastructure,Duran-Brooks,2022-06-19,,Active
PRJ-1571,DPT-004,Up-sized bi-directional flexibility,Deleon LLC,2022-08-01,2023-02-12,Completed
PRJ-1572,DPT-005,Mandatory even-keeled Graphic Interface,Fisher PLC,2019-08-08,,Active
PRJ-1573,DPT-006,Streamlined web-enabled conglomeration,Lee-Green,2021-10-14,,Active
PRJ-1574,DPT-002,Centralized motivating secured line,Jones Group,2021-01-21,2023-07-31,Completed
PRJ-1575,DPT-007,Multi-tiered incremental workforce,Farley LLC,2020-08-08,,Active
PRJ-1576,DPT-003,Switchable interactive info-mediaries,Stone-Adams,2022-12-24,,Active
PRJ-1577,DPT-002,Centralized multi-tasking solution,"Owen, Joseph and Ruiz",2018-06-02,,Active
PRJ-1578,DPT-005,Polarized 6thgeneration info-mediaries,Davis Inc,2019-07-01,,Active
PRJ-1579,DPT-002,Down-sized stable data-warehouse,"Morgan, Combs and Lawrence",2018-02-05,,Active
PRJ-1580,DPT-002,Multi-tiered grid-enabled model,Dickerson-Thompson,2022-12-30,,Active
PRJ-1581,DPT-002,Multi-lateral 3rdgeneration policy,"Turner, Lewis and Smith",2020-04-22,2022-07-30,Completed
PRJ-1582,DPT-007,Profound executive monitoring,"Warner, Shelton and Cortez",2018-07-26,,On Hold
PRJ-1583,DPT-001,Public-key bi-directional methodology,Morris-Adkins,2021-10-02,2023-06-19,Completed
PRJ-1584,DPT-001,Programmable clear-thinking Internet solution,"Lewis, Hamilton and Wolfe",2018-02-06,,Active
PRJ-1585,DPT-007,Sharable 5thgeneration middleware,"Hopkins, Hahn and Crane",2018-05-27,,Active
PRJ-1586,DPT-006,Face-to-face interactive help-desk,"Graves, Hines and Marshall",2020-05-04,2022-02-21,Completed
PRJ-1587,DPT-002,Organic eco-centric data-warehouse,Evans Inc,2022-10-27,,Active
PRJ-1588,DPT-006,Triple-buffered systemic knowledgebase,Flores LLC,2018-04-03,2019-03-11,Completed
PRJ-1589,DPT-001,Team-oriented systematic customer loyalty,Lee LLC,2019-12-08,,Active
PRJ-1590,DPT-002,User-friendly background throughput,Hardy-Hester,2022-02-21,,Active
PRJ-1591,DPT-006,Total executive process improvement,Dominguez-Davis,2022-04-23,,Active
PRJ-1592,DPT-001,Multi-channeled disintermediate synergy,Smith-Thomas,2019-01-21,,Active
PRJ-1593,DPT-002,Synergistic actuating capability,Mcgee-Richard,2019-04-18,,On Hold
PRJ-1594,DPT-003,Multi-tiered demand-driven concept,Gillespie Inc,2021-10-14,,Active
PRJ-1595,DPT-004,Total multi-state strategy,"Rangel, Harrison and Robertson",2022-08-30,2023-04-05,Completed
PRJ-1596,DPT-004,Operative client-server alliance,Combs-Taylor,2018-09-30,,Active
PRJ-1597,DPT-002,Cross-group multi-state instruction set,Golden-Thompson,2019-05-27,,Active
PRJ-1598,DPT-005,Open-architected discrete synergy,Williams-Deleon,2022-08-23,,Active
PRJ-1599,DPT-003,Cross-group executive open system,Cochran-Gonzales,2020-03-06,,Active
PRJ-1600,DPT-005,Customer-focused neutral archive,"Barker, Martinez and Miller",2021-01-10,2021-06-19,Completed
PRJ-1601,DPT-006,Vision-oriented content-based system engine,Lawrence PLC,2019-06-11,,Active
PRJ-1602,DPT-004,User-centric national open architecture,Owens Ltd,2019-11-12,2021-01-04,Completed
PRJ-1603,DPT-003,Expanded radical firmware,Hall-Griffin,2018-11-21,2023-05-31,Completed
PRJ-1604,DPT-005,Team-oriented multi-tasking initiative,"Medina, Gonzalez and Ewing",2022-01-08,,Active
PRJ-1605,DPT-002,Focused maximized forecast,Murray-Collins,2021-10-21,,Active
PRJ-1606,DPT-001,Enterprise-wide local firmware,"Manning, Larson and Harris",2022-08-05,,Active
PRJ-1607,DPT-005,Assimilated leadingedge archive,Wright Group,2021-10-09,,Active
PRJ-1608,DPT-004,Profound bi-directional software,Ramsey LLC,2021-01-06,2022-03-01,Completed
PRJ-1609,DPT-003,Virtual cohesive definition,Sanchez-Vega,2021-11-04,,Active
PRJ-1610,DPT-001,Organized stable standardization,Nelson Inc,2020-02-18,,Active
PRJ-1611,DPT-001,Total global moratorium,"Berger, Miller and Foster",2019-08-28,,Active
PRJ-1612,DPT-003,Distributed dynamic hub,"Walton, Knapp and Johnson",2020-01-23,,Active
PRJ-1613,DPT-005,De-engineered motivating knowledgebase,Flores-Morgan,2020-03-18,,Active
PRJ-1614,DPT-007,Up-sized motivating forecast,Cameron LLC,2019-04-11,,Active
PRJ-1615,DPT-007,Cloned 24hour toolset,"Carlson, Tucker and Horton",2022-05-29,,On Hold
PRJ-1616,DPT-001,Managed logistical installation,"Smith, Shelton and Sullivan",2021-07-21,2023-03-19,Completed
PRJ-1617,DPT-006,Synergized leadingedge orchestration,Carson PLC,2019-08-05,2023-10-15,Completed
PRJ-1618,DPT-002,Public-key systematic core,Little-Johnson,2022-03-15,,On Hold
PRJ-1619,DPT-003,Reduced multi-state policy,Klein PLC,2022-02-21,,On Hold
PRJ-1620,DPT-007,User-centric systemic monitoring,"Fuller, Li and Porter",2022-11-26,,Active
PRJ-1621,DPT-006,Profound disintermediate standardization,Meyer Inc,2018-12-02,,Active
PRJ-1622,DPT-002,Versatile content-based initiative,Ramirez PLC,2019-08-17,,On Hold
PRJ-1623,DPT-005,Configurable reciprocal groupware,"Hernandez, Rasmussen and Gray",2021-05-13,,Active
PRJ-1624,DPT-003,Polarized executive extranet,Jenkins-Mcclure,2019-07-08,,Active
PRJ-1625,DPT-003,Digitized secondary support,Johnson-Torres,2021-04-01,,Active
PRJ-1626,DPT-006,Persistent user-facing model,"Gallegos, Roberts and Salas",2018-02-05,2021-04-13,Completed
PRJ-1627,DPT-002,Re-engineered full-range firmware,Mitchell-Smith,2019-02-01,,Active
PRJ-1628,DPT-002,Public-key non-volatile support,Walker and Sons,2021-11-07,,Active
PRJ-1629,DPT-004,Cross-platform explicit conglomeration,"Mitchell, Lowe and Hopkins",2018-07-06,2019-07-22,Completed
PRJ-1630,DPT-001,Fully-configurable uniform Local Area Network,Keller PLC,2019-05-03,,Active
PRJ-1631,DPT-005,Public-key neutral frame,Patton PLC,2021-06-06,2023-03-19,Completed
PRJ-1632,DPT-002,Intuitive mobile definition,"Mcdaniel, Rogers and Burton",2020-09-05,,Active
PRJ-1633,DPT-003,Customer-focused context-sensitive collaboration,Washington Inc,2020-09-13,2023-02-15,Completed
PRJ-1634,DPT-001,Synergistic needs-based productivity,Rivera Inc,2019-07-05,,Active
PRJ-1635,DPT-003,Enterprise-wide coherent flexibility,Pearson-Hall,2018-09-19,,Active
PRJ-1636,DPT-001,Front-line zero tolerance superstructure,Marshall Inc,2018-07-05,,Active
PRJ-1637,DPT-004,Networked national function,Jensen Group,2020-05-12,,Active
PRJ-1638,DPT-001,Digitized object-oriented emulation,"Friedman, Cox and Diaz",2021-09-25,2022-07-15,Completed
PRJ-1639,DPT-004,Enhanced zero-defect task-force,Johnson Ltd,2022-07-06,,Active
PRJ-1640,DPT-004,Devolved stable capacity,Adams-Hartman,2019-01-12,,On Hold
PRJ-1641,DPT-006,Face-to-face 6thgeneration product,Bridges-Smith,2021-02-26,2022-07-04,Completed
PRJ-1642,DPT-001,Switchable mobile approach,Martinez-Lopez,2020-03-02,2020-03-04,Completed
PRJ-1643,DPT-001,Versatile homogeneous focus group,Brooks Inc,2019-01-20,,On Hold
PRJ-1644,DPT-003,Profound client-driven contingency,Roberts and Sons,2019-05-28,,On Hold
PRJ-1645,DPT-004,User-friendly upward-trending orchestration,Brown-Johnson,2020-01-31,,On Hold
PRJ-1646,DPT-005,Enhanced content-based support,Griffith Inc,2019-11-07,,Active
PRJ-1647,DPT-003,Re-contextualized object-oriented productivity,"Taylor, Moran and Edwards",2022-04-26,2022-07-28,Completed
PRJ-1648,DPT-005,Horizontal contextually-based methodology,Stewart and Sons,2019-03-04,,Active
PRJ-1649,DPT-003,Cross-platform transitional flexibility,"Miller, Charles and Williams",2018-09-20,,On Hold
PRJ-1650,DPT-007,Right-sized optimal Graphical User Interface,Fleming Inc,2018-01-01,2020-10-18,Completed
PRJ-1651,DPT-003,Seamless mission-critical middleware,"Phillips, Bates and White",2022-08-06,,Active
PRJ-1652,DPT-002,Cross-group explicit projection,Fields Inc,2020-08-04,,Active
PRJ-1653,DPT-001,Team-oriented tertiary capability,"Garrison, Mcdonald and Obrien",2022-07-28,,Active
PRJ-1654,DPT-006,Cross-group mobile installation,Smith Inc,2018-11-15,,Active
PRJ-1655,DPT-004,Customer-focused grid-enabled focus group,Dennis Group,2021-10-17,,Active
PRJ-1656,DPT-005,Business-focused attitude-oriented secured line,Rodriguez-Glass,2020-07-26,,Active
PRJ-1657,DPT-004,Synergistic next generation model,Briggs Group,2020-03-26,,Active
PRJ-1658,DPT-002,Synchronized grid-enabled implementation,Holland Inc,2018-03-21,,Active
PRJ-1659,DPT-007,Seamless neutral core,"Thompson, Simpson and Hamilton",2021-02-17,,Active
PRJ-1660,DPT-004,Digitized secondary solution,"Hart, Harris and Bryant",2021-03-05,,Active
PRJ-1661,DPT-004,Sharable upward-trending standardization,Williams Ltd,2020-09-06,,Active
PRJ-1662,DPT-002,Multi-tiered grid-enabled installation,"Cross, Montgomery and Davis",2021-08-15,,Active
PRJ-1663,DPT-003,Organic asynchronous circuit,Roth-Ashley,2020-08-23,,Active
PRJ-1664,DPT-007,Future-proofed tertiary adapter,Perez LLC,2022-11-27,2023-11-11,Completed
PRJ-1665,DPT-001,De-engineered fresh-thinking website,Wright Ltd,2019-05-28,,Active
PRJ-1666,DPT-007,Integrated zero administration product,"Gibson, Williams and Contreras",2018-02-20,2021-07-04,Completed
PRJ-1667,DPT-002,Realigned interactive neural-net,"Kennedy, Arnold and Kim",2018-12-26,2023-11-14,Completed
PRJ-1668,DPT-001,Enterprise-wide analyzing structure,"Ashley, Taylor and Neal",2022-08-15,2023-05-09,Completed
PRJ-1669,DPT-001,Horizontal 6thgeneration flexibility,Thomas Inc,2021-08-24,,Active
PRJ-1670,DPT-007,Networked zero tolerance model,"Scott, Parks and Garcia",2021-09-03,,Active
PRJ-1671,DPT-006,User-friendly solution-oriented capacity,Peterson PLC,2020-03-24,,Active
PRJ-1672,DPT-007,Programmable bifurcated process improvement,Russell LLC,2020-10-29,2023-07-27,Completed
PRJ-1673,DPT-004,User-friendly reciprocal moratorium,Mccarthy PLC,2018-07-21,,Active
PRJ-1674,DPT-003,Horizontal methodical alliance,Alvarado-Hamilton,2021-12-03,2023-05-13,Completed
PRJ-1675,DPT-007,Cross-platform mission-critical circuit,"Martinez, Ross and Palmer",2020-09-01,,Active
PRJ-1676,DPT-002,Fully-configurable directional flexibility,Perez-Stephens,2019-10-10,,Active
PRJ-1677,DPT-001,Ameliorated reciprocal productivity,Butler Group,2022-04-19,,Active
PRJ-1678,DPT-006,Profound solution-oriented customer loyalty,Wilson Ltd,2019-07-02,,On Hold
PRJ-1679,DPT-007,Visionary actuating middleware,Watts-Williams,2021-02-02,,Active
PRJ-1680,DPT-006,Open-architected empowering Graphical User Interface,"Mills, Hendrix and Scott",2018-06-10,,Active
PRJ-1681,DPT-002,Mandatory national workforce,Kim-Navarro,2021-02-06,,Active
PRJ-1682,DPT-003,Configurable optimal leverage,"Scott, Sanchez and Obrien",2020-12-09,,On Hold
PRJ-1683,DPT-007,Automated eco-centric frame,"Barajas, Fields and Turner",2022-10-17,,Active
PRJ-1684,DPT-001,Upgradable client-driven system engine,"Smith, Watson and Flores",2020-04-20,,Active
PRJ-1685,DPT-005,Robust background contingency,"Clark, Davenport and Drake",2022-11-07,,Active
PRJ-1686,DPT-001,Horizontal optimal frame,Blankenship-White,2022-05-15,2022-11-14,Completed
PRJ-1687,DPT-006,Digitized regional productivity,"Rogers, Mason and Stevens",2020-07-08,,Active
PRJ-1688,DPT-002,Distributed leadingedge policy,Figueroa-Smith,2020-05-14,,Active
PRJ-1689,DPT-003,Seamless fresh-thinking project,Johnson-Sheppard,2020-08-03,2022-06-19,Completed
PRJ-1690,DPT-002,Public-key solution-oriented service-desk,Mckinney-Jones,2021-09-11,,Active
PRJ-1691,DPT-004,Exclusive needs-based neural-net,Hunter Inc,2018-02-11,,Active
PRJ-1692,DPT-006,Up-sized global success,"Blake, Bailey and Martin",2019-01-09,2023-04-23,Completed
PRJ-1693,DPT-003,Reverse-engineered upward-trending forecast,Moore-Lucero,2018-09-17,,Active
PRJ-1694,DPT-006,Optional homogeneous hub,Price-Macdonald,2021-08-16,2022-07-27,Completed
PRJ-1695,DPT-004,Adaptive actuating software,Hoover-Hess,2019-09-22,2022-06-11,Completed
PRJ-1696,DPT-001,Reduced 6thgeneration artificial intelligence,Sanders-Phillips,2021-11-25,,Active
PRJ-1697,DPT-005,Synchronized responsive hierarchy,Higgins-Bradley,2018-10-13,,Active
PRJ-1698,DPT-006,Fundamental human-resource superstructure,Bright-Peterson,2019-03-29,2023-07-13,Completed
PRJ-1699,DPT-002,Ergonomic uniform service-desk,"Reyes, Hernandez and Fischer",2021-11-21,,Active
PRJ-1700,DPT-002,Fundamental tangible attitude,"Long, Aguirre and Eaton",2021-02-04,,Active
PRJ-1701,DPT-007,Operative systemic infrastructure,Winters-Morales,2018-02-12,,On Hold
PRJ-1702,DPT-005,Object-based didactic encryption,Howard-Hicks,2018-12-22,,On Hold
PRJ-1703,DPT-005,Organized bifurcated artificial intelligence,Henderson Group,2021-11-28,,Active
PRJ-1704,DPT-002,Re-engineered human-resource policy,Gilbert and Sons,2020-05-22,,Active
PRJ-1705,DPT-002,Reduced secondary installation,Perez LLC,2019-09-17,,On Hold
PRJ-1706,DPT-007,Optimized radical conglomeration,"Kerr, Miller and Perry",2022-06-25,,Active
PRJ-1707,DPT-005,Expanded modular policy,Wallace-Mccoy,2018-08-04,,Active
PRJ-1708,DPT-003,Proactive user-facing data-warehouse,Lyons Group,2018-06-23,,Active
PRJ-1709,DPT-002,Customizable actuating leverage,"Hahn, Woods and Barton",2018-05-21,,Active
PRJ-1710,DPT-001,Multi-layered didactic forecast,"Bolton, Johnson and Murphy",2022-08-29,2022-11-14,Completed
PRJ-1711,DPT-003,Optimized systematic support,"Alvarado, Knapp and Carr",2022-08-06,,Active
PRJ-1712,DPT-004,Self-enabling scalable approach,"Byrd, Rodriguez and Mathis",2021-04-02,,Active
PRJ-1713,DPT-007,Innovative neutral toolset,Bennett-Sheppard,2021-02-26,,Active
PRJ-1714,DPT-002,Organized hybrid function,Lloyd-Johnson,2021-03-13,,Active
PRJ-1715,DPT-007,Exclusive stable concept,Anderson-Deleon,2021-06-11,,Active
PRJ-1716,DPT-006,Enhanced client-server methodology,Sexton Ltd,2019-03-17,,Active
PRJ-1717,DPT-002,Cross-group logistical definition,Hughes-Gould,2021-09-14,,On Hold
